product;subsystem;system_element;function;failure_effect;severity;failure_mode;failure_cause;occurrence;detection;measure_type;measure_name
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for flywheel locking (dock);Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides installation space for mainainance cover;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides maintainance space for removing camshaft;Reduced servicability;6;Insufficient clearence;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provides structural support (e.g. starter motos, oil pan);Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;MBS
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;preventive;FEA
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Endurance run
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Damage on interface components;8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Lack of stiffness (excessive movement);8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Provices structural support for bell housing;Loosening of bolts;8;Insufficient structural support;Starter system;3;4;detective;Starter motor test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Involve service into design process (incl. service trials)
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Involve service into design process (incl. service trials)
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Involve service into design process (incl. service trials)
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Involve service into design process (incl. service trials)
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Degradation of sealing over time;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Oil leak into environment;7;Oil leakage;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Loss of oil pressure;7;Oil leakage;Wrong maintenance activity plan;3;7;detective;Field validation
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Involve service into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Design acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Tolerances acc. to specification
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;preventive;Design life to be in acc. with maintainance schedule
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;detective;Endurance run - inspection of parts and fluids
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;detective;Endurance run - inspection of parts and fluids
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Particles in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;detective;FPQ parts
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Directs/leads oil to gears;Air in oil;7;Oil contamination;Wrong oil maintenance plan;3;4;detective;FPQ parts
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;preventive;Involve production team into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;preventive;Involve production team into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Overload test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Overload test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Performance testing
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Performance testing
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Start / Stop test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Start / Stop test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Leakage test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Leakage test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankcase ;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;preventive;Involve production team into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;preventive;Involve production team into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Overload test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Overload test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Performance testing
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Performance testing
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Start / Stop test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;MCE testbench - Start / Stop test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Leakage test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Leakage test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Blow-by gas leak to environment;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Seals the crankshaft;Damage to secondary components;5;Blow-by leakage (or the other way around);Assembly process / Design for assembly;5;6;detective;Assembly test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Fixes/locates crankshaft locking device (pin);Reduced servicability;6;Incorrect positioning of locking pin;Assembly process / Design for assembly;5;6;preventive;Involve production team into design process
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Fixes/locates crankshaft locking device (pin);Reduced servicability;6;Incorrect positioning of locking pin;Assembly process / Design for assembly;5;6;detective;MCE testbench - Overload test
Gas Engine Type 4;Engine Block;Rear end cover (flywheel side);Fixes/locates crankshaft locking device (pin);Reduced servicability;6;Incorrect positioning of locking pin;Assembly process / Design for assembly;5;6;detective;MCE testbench - Performance testing
